,Model,2019_04,2019_03,2019_02,2019_01,2018_12,2018_11,2018_10,2018_09,2018_08,2018_07,2018_06,2018_05,2018_04,2018_03,2018_02,2018_01,2017_12,2017_11,2017_10,2017_09,2017_08,2017_07,2017_06,2017_05,2017_04,2017_03,2017_02,2017_01,2016_12,2016_11,2016_10,2016_09,2016_08,2016_07,2016_06,2016_05,2016_04,2016_03,2016_02,2016_01,2015_12,2015_11,2015_10,2015_09,2015_08,2015_07,2015_06,2015_05,2015_04,2015_03,2015_02,2015_01,2014_12,2014_11,2014_10,2014_09,2014_08,2014_07,2014_06,2014_05,2014_04,2014_03,2014_02,2014_01,2013_12,2013_11,2013_10,2013_09,2013_08,2013_07,2013_06,2013_05,2013_04,2013_03,2013_02_YTD,2013_01,2012_12,2012_11,2012_10,2012_09,2012_08,2012_07,2012_06,2012_05,2012_04,2012_03,2012_02_YTD,2012_01,2011_12_error,2011_11,2011_10,2011_09,2011_08,2011_07,2011_06,2011_05,2011_04,2011_03,2011_02,2011_01
783,Nissan Sentra,13051,25633,17072,14088,17567,12721,17611,16795,13314,19362,20572,18103,16999,25123,17148,17731,16834,17565,18341,19128,15285,18724,22534,18371,20255,21960,16010,13444,17037,14028,14168,13670,14256,18536,20721,20204,19145,26201,20599,16144,19760,14505,14974,14196,15662,18511,17200,20616,17059,21277,15354,14395,15393,13530,13129,12557,17182,17579,17097,21932,14080,19323,12339,9127,10799,11664,8399,7798,12605,11439,10199,12504,10734,13965,19037,,7755,7176,5624,9345,10623,9888,9211,7600,7410,14092,17671,,,7871,8384,8105,8061,8730,8077,7698,9367,17851,12599,9538
784,Toyota Sequoia,592,843,841,726,1131,993,892,972,785,907,885,868,860,1006,899,923,1152,1009,996,961,864,963,862,964,948,1112,1179,1146,1575,1123,939,907,905,1025,994,1126,1172,1199,954,852,1007,974,1303,1144,1048,1015,1144,1145,992,1051,856,904,1261,970,911,850,913,971,973,1068,991,1131,980,787,1382,1201,1169,1014,1280,1072,1145,1202,962,1140,2244,,1533,1363,1019,963,1004,1020,1093,1043,882,1123,2108,,,1304,1088,860,917,1036,925,913,997,1098,998,964
785,Toyota Sienna,6951,8351,5286,4979,6719,6726,6854,7520,7092,6757,7101,7346,7938,7559,7512,8548,8941,7670,7255,9512,10853,11100,9462,10434,10242,9770,8965,7285,11169,9253,7859,9269,10282,11734,11416,11485,10795,11996,11541,10992,12407,10062,10455,10527,11249,11416,12908,14397,11353,12855,10935,8933,11688,8946,8938,8592,12386,11661,11740,13330,11134,11027,7364,7696,9380,8820,8586,9306,11858,10608,11722,11837,9948,12062,16990,,10885,8854,7799,8902,9664,9636,10728,14606,9451,10243,13957,,,7910,8767,8975,8648,10620,9267,8618,11462,10449,8806,6343
786,Mercedes-Benz SL-Class,193,184,136,116,158,181,218,134,84,95,208,206,202,227,245,168,277,257,331,261,210,154,221,235,270,262,230,232,304,273,299,326,443,279,191,408,312,304,369,214,380,296,252,259,342,330,303,420,434,403,331,310,539,386,347,584,314,318,369,458,570,453,353,339,565,351,521,535,716,479,664,754,938,659,825,,503,573,574,621,604,449,346,709,250,74,196,,,79,86,67,75,93,109,127,169,179,191,175
787,Mercedes-Benz SLC-Class,303,234,153,122,152,149,186,125,73,127,135,263,197,224,195,167,260,220,192,195,178,199,201,224,326,361,268,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
788,Hyundai Sonata,8634,8827,6481,6212,8705,8173,7265,7735,9457,9548,10066,10728,9616,11098,6700,6027,8508,7982,7595,9889,10866,10648,9547,12605,16294,15357,14618,7894,13802,15363,14972,15347,14888,20643,11854,15879,15211,28778,17470,15209,22820,16732,16071,16124,21818,23917,15199,18018,17914,18340,13987,12363,17924,18515,15563,14918,21092,22577,25195,20404,20495,19248,11190,9815,14479,16595,19872,13872,16917,18903,19454,20194,16077,18031,29254,,20826,17660,16773,17332,19624,20978,20931,20765,20521,23281,31914,,17340,15668,18192,18181,20682,20884,18644,22754,21738,22894,15723,13261
789,Kia Sorento,7473,9507,7386,6726,8502,7092,6560,8955,11995,11982,12089,10370,8915,8027,7236,6123,7740,8153,6478,8389,8934,9734,9751,10413,9317,7751,6845,6179,11782,9698,7651,8137,8533,9854,12118,11914,10353,9897,8101,6695,12872,9023,8593,9380,10211,9749,8967,10743,9808,10842,8518,7543,9688,8598,7656,6606,9302,8749,9831,10548,8536,8671,7237,7098,7482,8645,8142,7849,10568,9576,9341,9182,8909,10005,15950,,10967,10851,9615,10066,10529,10045,10826,11077,9610,10303,15708,,,9669,10178,11112,13573,13262,10013,11936,12001,11071,8641,8116
790,Kia Soul,10431,9860,8592,7101,10128,8742,7951,10540,9113,8203,9867,9922,8825,8849,6631,5938,7610,8121,9254,10499,14151,12961,9493,10521,9182,8426,7702,7792,12427,12482,13036,11885,12253,13157,12229,13706,11517,12043,11842,9191,12159,10045,12246,13614,17108,13975,11844,13886,11418,12731,9965,8142,9906,9146,10685,10802,15069,14709,12322,15606,14403,13992,10584,8092,6345,12870,8240,7416,10017,10160,11287,11420,11311,12080,16933,,7177,7257,7988,9467,10191,10063,10199,10146,10716,13607,18967,,,6865,7109,6666,6885,10131,11314,11157,10459,10028,6684,5345
791,Kia Sportage,6077,6467,6768,5963,6998,6927,6626,7008,6538,7007,6706,7901,7653,7880,5867,5712,5585,5503,5979,6002,6014,7135,8519,7001,5672,5560,5231,4623,6207,5608,5741,6282,6888,8111,8549,8568,7645,6804,5860,4803,6044,4211,4476,4012,5749,5292,3550,4487,4273,5184,3407,3054,3298,3261,3743,3781,4494,4412,3590,4009,3530,3571,2669,2587,2527,4693,2513,2195,3140,2523,2405,2688,2845,2680,4756,,1696,2269,2223,2884,3097,3606,3950,3467,3277,3643,6245,,,3218,3519,3589,4218,3933,4377,4550,4738,4715,3965,3024
792,Mercedes-Benz Sprinter,2011,2442,2128,947,3138,1054,3346,3558,2959,2278,2190,2419,0,2349,2498,1775,3063,2256,1809,2519,2851,2154,2570,2376,,2407,2133,1651,-25293,2125,2166,2405,2601,3025,2530,2438,2140,5863,0,0,-23073,0,2799,2317,2260,2163,2442,2769,2764,5559,0,0,3288,2532,2140,2208,1880,2214,11483,0,0,0,0,,2828,2010,2038,2152,1390,1915,9483,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
793,Alfa Romeo Stelvio,811,898,700,612,1063,1034,902,864,1271,1140,1231,1183,702,1270,695,688,997,657,434,329,203,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
794,Kia Stinger,939,1254,1034,939,1289,1173,1345,1375,1480,1506,1579,1761,1378,1555,1344,1021,826,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
795,Toyota Tacoma,20375,22798,18533,16852,21531,19685,20534,22265,23534,21844,22296,21380,18811,20250,16817,16712,18705,16195,15804,18058,17394,17372,16443,17654,17006,16728,14256,12509,17514,15531,15875,15723,15373,16580,15809,16544,18106,17687,14172,12717,17192,13465,15233,11608,16230,17033,15959,17520,15656,15885,12372,11409,14284,13018,13010,11993,14338,13249,12173,13876,13871,14445,10942,9842,12761,12601,12351,11479,15223,13882,14023,14727,12971,15201,24266,,14030,12272,12191,12176,12193,11350,11864,12269,10901,12559,19560,,12140,9739,10172,8180,8650,8929,8131,9091,10510,10144,7879,7140
796,Kia Telluride,5570,5080,315,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
797,Volkswagen Tiguan,10564,11847,8145,6705,8542,7067,7586,7918,8557,7957,9349,9934,8684,9717,9341,8370,8061,6947,5111,4301,3521,2077,1747,2068,2939,3270,3425,3516,5575,4516,3322,2988,3302,3379,3066,4394,3804,3519,3245,2528,4900,3907,4815,2972,3165,2407,2604,3079,2402,2300,1819,1473,2116,2082,1803,1674,2151,2121,2416,2649,1998,2315,2019,1777,2464,2235,2153,2406,2948,2270,2452,2635,2488,3304,4647,,3310,2815,2752,2202,2746,2966,2885,2475,2333,2659,4588,,,1850,1721,1628,2006,2351,2468,3091,2791,1970,2172,1539
798,Nissan Titan,2489,3930,2722,3031,4661,3845,4114,5907,4661,3977,4121,3779,2670,4912,3761,4051,5582,7679,4114,3773,3521,3791,4199,4937,4033,5539,2988,2768,4396,3329,3181,2484,1248,1143,896,922,1010,1274,1060,937,1018,719,882,1078,1268,1126,1155,1218,1038,1048,816,774,869,972,990,977,1231,1072,976,1166,956,1314,1117,887,1284,1180,984,962,1261,1168,1300,1402,1038,2084,3028,,1838,1750,1582,1792,1907,2028,2332,2166,1568,1731,2882,,,2146,2114,2294,2355,1821,1647,1160,1253,1920,1467,1431
799,Acura TLX,2096,3141,2219,1669,2831,2457,2263,2064,1917,2046,2290,2723,2914,4014,2794,2155,3101,2564,2668,2543,2410,2495,3175,3508,5258,2815,2406,1903,3621,2281,2714,2908,3595,3124,2812,3235,3779,3768,3080,2239,3508,2987,5777,4753,4353,3530,3986,4352,4093,3430,3419,2892,3834,4233,4890,3884,2286,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
800,Volkswagen Touareg,12,19,29,38,58,85,108,67,120,136,150,190,170,263,271,404,484,201,252,221,282,475,386,204,238,317,238,247,396,348,271,330,367,308,255,360,437,394,403,354,486,397,840,638,690,676,561,700,619,535,413,482,605,578,578,646,686,581,573,552,597,573,448,544,818,570,549,658,705,603,642,586,578,726,1798,,1408,1068,965,828,1030,740,794,700,718,748,1554,,,840,725,656,581,522,454,581,640,486,438,495
801,Chrysler Town and Country,2,,,1,,,,1,0,0,0,,0,,,2,,,,12,17,26,42,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
802,Audi TT,114,122,77,11,16,29,40,66,83,106,203,212,167,186,76,105,237,191,160,157,231,181,163,155,198,267,191,163,252,240,287,295,281,211,233,279,303,308,200,155,238,176,233,187,309,8,2,1,2,1,7,3,12,16,32,42,86,101,124,189,173,152,118,113,159,155,209,178,198,160,173,188,170,189,274,,195,216,129,174,201,169,190,198,207,221,326,,,164,194,210,231,178,186,220,201,214,125,97
803,Toyota Tundra,8862,10351,7590,7159,11216,9689,9571,11454,11058,9478,9955,10062,9457,10697,7977,7644,10886,9700,10022,11159,10320,10546,9843,10677,9912,9358,7234,6628,11556,9578,9533,9507,9875,10474,9433,9739,10259,10002,8301,7232,11150,8590,9514,8044,10057,10511,9926,11650,10681,11508,9052,8197,10519,9580,9525,8736,11834,10312,8977,11391,10217,11589,7923,7890,10988,10010,9913,9071,11365,9820,9759,9950,8276,9270,14310,,10254,8309,8086,9338,11347,9176,8693,8765,7219,8594,11840,,,6313,6496,6695,6752,7762,6615,4307,8312,7515,7012,6087
804,Hyundai Tuscon,8682,11976,9411,7444,15384,11908,22986,10646,11559,11360,16173,,12903,11806,8438,7638,11633,11532,8731,10118,9757,11257,10000,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
805,Lexus UX,1273,1776,1358,791,453,,,,,,,,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
806,Hyundai Veloster,1554,2055,981,855,1161,853,921,746,788,943,767,728,924,1445,851,744,755,781,596,685,1018,831,721,800,823,1386,1724,2438,2699,3721,3548,3168,1986,2008,1700,1965,2792,2342,2101,2023,2246,2204,2140,2118,2276,2060,2065,2249,1650,2380,1555,1302,1685,1296,1652,2777,2981,2237,2554,2971,2759,2782,2083,1821,3047,2216,2175,2268,3093,2868,2741,2826,3120,2693,3664,,1976,2084,2464,3020,3708,2781,3232,3624,3192,3848,4933,,,2538,3724,,,,,,,,,
807,Toyota Venza,1,1,,,8,1,,,,,,,0,0,,,0,0,,,,,,,,,,,1,4,4,6,11,20,40,31,57,107,124,184,401,602,1191,1584,2147,2229,2017,2298,2101,2404,2272,2105,2419,2231,1896,1858,2793,2540,2322,3324,3053,3090,2472,1993,2148,2239,2272,2193,3496,2886,2875,3359,3297,3965,7116,,4423,3660,3598,4229,3687,3995,4210,3608,3051,3504,5130,,,2610,3326,3445,3725,4711,3384,3207,3244,3177,2551,2387
808,Nissan Versa,6710,10933,7410,6649,6735,5122,5869,3782,3145,5472,7745,6576,5998,10921,7196,7248,7125,7274,9556,11601,6759,7899,8155,9006,8322,12336,9869,8870,8918,7930,8911,11553,10585,11856,14683,12114,9165,16244,12249,8006,11058,9783,13855,18053,14875,9949,10190,10121,9646,14543,11909,10546,9129,9283,11097,12072,14630,15630,11613,11243,10481,15799,10280,8524,8864,8327,8626,8776,9991,9007,8705,8614,7155,15917,23370,,10618,8826,8311,8016,9186,7451,8746,8643,8335,15587,19608,,,9291,8889,11800,8566,5359,4345,4793,6413,11075,10578,8682
809,Dodge Viper,1,,,1,3,1,,1,0,,0,3,2,,,2,9,7,,35,59,,83,85,56,71,54,53,59,62,62,39,58,52,57,47,56,52,58,28,63,45,61,65,37,68,62,58,56,50,64,61,89,45,80,108,38,46,354,0,0,0,0,,55,41,69,45,61,94,226,0,0,0,,,0,0,-20,0,0,0,0,0,0,0,20,,,5,12,6,10,14,4,16,10,12,10,62
810,Jeep Wrangler,22422,21963,15001,13024,19800,15963,13318,15983,20168,21308,23110,25102,29776,27829,15936,11739,13700,13289,13391,15714,16808,18698,18839,19931,18841,16336,13641,11334,15721,12957,14469,14295,15290,18687,20060,19551,19003,17710,13044,10987,15431,13948,15632,17719,18264,18822,19159,22324,18849,17524,12911,11683,14003,13592,13665,13955,17988,16388,16439,19235,15389,14481,10640,9553,12028,11753,11780,11984,15825,14404,16165,16272,13445,12901,18945,,11545,10337,11310,12097,13293,12216,14461,14454,12184,12557,17215,,,9225,9892,11388,12949,14355,11290,10008,9051,8807,7636,6444
811,BMW X1,1618,3470,1445,941,3411,1866,1497,1914,2309,1812,3021,2475,2501,3717,2857,1677,4454,2798,2537,2332,2002,1824,3221,2489,1872,2896,2050,2351,4185,2745,2710,2463,1440,2130,1982,2210,1447,3145,1418,1937,1769,1792,601,847,2317,1189,1118,1140,886,1358,885,518,2591,2416,2073,1840,1574,1003,1052,1161,1130,4307,2329,1332,2741,2364,3059,1844,2278,2157,1853,3249,1556,2764,2647,,2806,2088,1907,1570,576,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
812,BMW X2,822,1079,1256,616,1454,2283,1510,2444,1111,1383,2150,1803,1069,947,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
813,BMW X3,4321,6727,4706,3135,8511,5451,5564,6446,6344,4285,5366,4737,3865,4547,3281,2954,4283,3087,1194,2202,2918,2657,3566,4011,3204,6395,4020,3154,4978,4535,3680,3829,4668,2678,3900,3295,2422,4476,3733,2002,3126,4987,3028,3033,2127,2340,2301,2575,2401,1541,3124,1341,2795,2221,1610,1808,2023,1565,2105,5723,3544,4430,3301,2699,3707,4032,2819,1580,2146,2099,2981,2134,1914,3031,4180,,5162,4172,3248,3034,2829,2311,2825,2460,2479,2135,4518,,,2773,2321,1853,2382,2207,2388,2350,2277,2648,1987,1075
814,BMW X4,638,577,453,406,612,481,428,296,314,406,70,106,193,513,517,387,538,541,625,509,503,336,561,406,291,395,282,211,399,405,409,400,432,329,407,371,364,689,522,262,884,572,492,475,453,407,390,375,920,599,466,396,820,489,357,380,401,262,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
815,BMW X5,3781,4460,4360,3092,7323,5191,1379,1864,2225,2655,4355,4145,3800,4840,4006,3230,6847,5515,4254,3975,3079,2986,4589,4098,3400,4896,3900,3276,6245,4693,3885,3749,4121,2744,4018,4372,3771,3617,3842,2584,6250,3965,4292,2525,2803,6011,7508,5797,4095,4388,4149,3214,6098,4557,3355,4398,3497,2688,3972,4313,4393,4094,2912,2754,1953,4445,2140,4667,2480,2674,3406,2718,3444,3876,8015,,5722,4801,4240,3850,3568,2283,4015,3730,3561,2841,5834,,,4496,3997,3878,2944,3330,3157,2684,2360,2010,2646,3038
816,BMW X6,424,646,859,595,483,696,569,565,456,371,511,600,592,763,721,535,1005,799,566,450,345,362,617,547,561,630,469,429,794,609,590,604,580,405,571,712,608,635,624,385,1547,672,560,333,443,393,1448,565,522,587,403,433,458,421,19,19,234,407,567,329,342,372,346,382,722,496,515,394,414,212,291,887,354,410,854,,1039,813,671,612,519,259,649,749,405,249,784,,,524,475,612,492,581,618,570,522,276,404,357
817,BMW X7,2291,2186,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
818,Volvo XC40,1824,1550,985,1042,1316,1022,1056,1104,1310,1521,1510,1105,1404,1001,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
819,Volvo XC60,2251,2936,2229,1471,3387,3227,2564,3412,2842,2467,3316,2949,2492,2379,1955,1699,2421,1977,1888,2490,2521,2184,1658,1595,2046,1544,1388,804,2783,2127,1611,1161,1842,2119,2362,1345,1456,1599,1187,860,3511,2077,1912,2217,2361,2146,2449,1707,1819,2464,1954,1517,2079,1643,1653,1593,1792,1732,2180,1552,1263,1701,1146,942,1581,1500,1244,1355,1793,1740,2431,1915,1455,1690,3062,,1760,2067,1562,1561,1897,1781,1626,1751,1261,1563,2310,,,774,858,725,944,1029,1349,1386,1220,1369,1184,966
820,Volvo XC90,2700,3236,1996,1427,3157,2499,2301,2484,2810,2384,3229,3074,2282,2796,2444,2149,4771,3261,2550,2993,2869,2521,2751,2363,2349,1671,1341,1556,3308,2606,2383,2469,2855,2986,2596,2467,3009,3000,2472,2375,3135,2236,2565,1182,1030,1064,457,741,256,13,60,38,68,87,267,181,318,380,411,462,412,487,420,459,688,504,492,456,522,811,624,605,492,641,1010,,873,792,588,782,867,773,758,820,678,967,1615,,,942,849,930,934,977,1033,885,860,867,689,748
821,Jaguar XE,217,658,777,406,443,574,306,245,220,253,353,376,299,609,434,592,707,639,525,836,661,744,638,764,742,1336,993,693,1162,951,941,829,901,641,633,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
822,Jaguar XF,71,212,278,96,153,111,171,148,198,244,264,197,142,215,162,203,345,383,469,568,289,232,271,298,401,678,317,290,486,361,310,415,483,533,397,392,506,1266,790,726,559,454,273,266,321,470,446,488,484,825,703,644,772,500,383,258,285,240,312,416,418,742,896,658,805,656,611,632,757,589,634,630,709,800,1099,,527,341,278,429,493,485,489,475,459,614,936,,,429,506,481,409,471,476,521,522,294,262,331
823,Jaguar XJ,93,128,109,172,124,90,78,146,78,119,113,118,100,191,191,231,263,213,178,257,223,210,209,202,304,260,234,168,436,275,335,336,306,261,284,227,285,441,356,292,207,179,305,357,371,336,309,317,278,434,243,275,375,281,205,456,385,305,408,336,369,556,259,394,449,465,454,442,499,570,460,527,323,440,805,,389,266,260,422,426,421,449,494,501,516,708,,,345,306,462,307,387,652,559,578,463,356,436
824,Toyota Yaris,3885,3999,2572,1323,1252,1436,1455,1692,2290,2468,2462,3000,3194,3062,2592,2306,2111,2751,2878,3322,4020,3694,3708,4296,5001,5460,3858,3281,2758,2715,2084,23480,440,794,1300,1236,1365,1227,-932,2388,2185,2133,2496,2621,858,1403,2810,2401,2153,2518,1364,1442,1605,634,696,598,523,686,1322,1616,1450,1805,1334,1005,601,712,775,2465,3104,1759,747,1778,2066,2393,4942,,1999,2194,2579,1118,1458,1271,2007,3521,4274,3548,6621,,,5604,6792,1602,1112,1391,1402,1690,1987,2825,1946,1839
825,BMW Z4,271,201,,,,1,1,,0,,,0,0,0,,,,0,1,,3,,,14,186,111,88,70,75,159,78,99,101,124,104,126,104,120,55,42,253,81,86,96,123,118,105,78,87,422,286,94,168,168,198,170,114,120,114,108,142,592,91,166,191,162,174,163,177,217,204,338,230,316,308,,324,229,246,187,180,173,240,284,278,261,349,,,156,92,140,304,454,501,650,299,256,216,112
827,GMC Acadia,,11084,9853,10263,8485,8158,8485,4436,4791,4258,6703,,,11751,10705,7444,10837,8649,9012,7564,9497,9722,7884,,,11432,8781,8899,12189,9168,8569,6795,6101,7462,6200,6407,7004,6214,6972,5385,7266,6776,6928,6647,9050,10671,9421,10498,8767,7410,7061,5898,7323,6408,6368,6392,8216,8095,8023,6282,6283,8339,6780,5463,7923,7566,6882,5565,7801,7564,9174,8815,6681,10006,11816,,5179,3631,5613,6159,8148,7390,9796,9128,6087,5649,11500,,,4886,5034,5287,6491,10424,6285,6926,6912,6418,7547,5723
828,Cadillac ATS,,185,165,172,281,270,281,750,810,720,1262,,,1419,1388,1155,1093,831,929,1249,1012,777,1185,,,1367,1005,974,2292,1490,1593,1770,2477,2119,1880,1630,1737,1859,1591,1067,3451,2055,2528,2295,2449,1588,2211,2353,2119,2039,2028,1757,2465,2282,2608,2239,2804,2582,2358,2497,2737,2982,2427,1909,3887,3443,2782,2739,3380,2905,3459,3249,2725,3587,6163,,2979,2152,1266,611,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
829,Chevrolet Blazer,,1074,955,994,27,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
830,Chevrolet Bolt,,1533,1363,1420,2098,2017,2098,1299,1403,1247,1161,,,1774,1424,1177,3227,2987,2781,2632,2107,1971,1642,,,978,952,1162,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
831,Ford C-Max,,6,5,17,16,76,121,220,377,472,837,991,,995,851,943,1416,1462,1661,1503,1714,1839,1902,1830,1469,1333,1315,946,2184,1532,969,1428,1586,1867,2116,1865,2228,1702,1370,987,1416,1454,1607,1966,2224,1918,2481,2607,1790,1769,1376,1160,1962,1940,1962,1786,3501,2994,2940,2833,2111,2295,1853,1418,2028,2398,2530,2182,3032,2700,3344,3711,3608,3769,5908,,4310,4848,3182,969,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
832,Chevrolet Camaro,,4293,3816,3975,3760,3615,3760,4753,5133,4563,4529,,,5245,3680,2867,3802,4737,5674,7430,5017,4713,4691,,,7052,4658,3588,7000,4893,6277,6577,5604,5520,4969,5827,7457,6879,6151,5551,5366,5303,5289,5246,6236,7469,8611,9753,6909,5956,6373,4991,6628,4385,5406,5111,8134,9961,7721,10340,9043,8624,6211,4733,5015,5068,5669,5659,8875,7969,7236,7929,7949,8102,11096,,5837,4464,5122,5670,6675,6926,9123,9023,9627,9292,12632,,,5127,6119,6994,6823,7671,8486,9451,10852,8964,6245,4763
833,GMC Canyon,,2471,2196,2288,2775,2669,2775,2771,2993,2661,3212,,,2723,2319,2171,3467,2510,2060,2922,2698,2761,2516,,,2490,2978,2059,4048,3410,2785,2949,3363,3532,3398,3361,3026,2867,2440,2270,3000,2236,2415,2332,2423,2654,2532,2901,2432,2434,2513,2205,1533,854,667,11,0,0,3,0,0,1,0,1,2,4,5,8,12,22,64,88,88,154,482,,315,330,472,555,702,720,880,910,787,941,2123,,,462,778,458,1606,1422,739,566,619,765,765,694
834,Buick Cascada,,265,236,245,251,241,743,362,391,348,458,,,417,299,202,408,312,350,284,364,422,711,,,498,632,312,629,367,361,470,622,633,755,829,1090,814,495,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
