,Model,2019_04,2019_03,2019_02,2019_01,2018_12,2018_11,2018_10,2018_09,2018_08,2018_07,2018_06,2018_05,2018_04,2018_03,2018_02,2018_01,2017_12,2017_11,2017_10,2017_09,2017_08,2017_07,2017_06,2017_05,2017_04,2017_03,2017_02,2017_01,2016_12,2016_11,2016_10,2016_09,2016_08,2016_07,2016_06,2016_05,2016_04,2016_03,2016_02,2016_01,2015_12,2015_11,2015_10,2015_09,2015_08,2015_07,2015_06,2015_05,2015_04,2015_03,2015_02,2015_01,2014_12,2014_11,2014_10,2014_09,2014_08,2014_07,2014_06,2014_05,2014_04,2014_03,2014_02,2014_01,2013_12,2013_11,2013_10,2013_09,2013_08,2013_07,2013_06,2013_05,2013_04,2013_03,2013_02_YTD,2013_01,2012_12,2012_11,2012_10,2012_09,2012_08,2012_07,2012_06,2012_05,2012_04,2012_03,2012_02_YTD,2012_01,2011_12_error,2011_11,2011_10,2011_09,2011_08,2011_07,2011_06,2011_05,2011_04,2011_03,2011_02,2011_01
2977,Audi A3 e-tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2978,Toyota Corolla Sedan *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29402,331081,0,0,0,0,0,0,0,0,-22362,22362,32445,330887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2979,Toyota Corolla iM/Scion iM *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15918,1515,1219,13184,0,0,0,0,0,0,-1250,1250,-3852,1091,1408,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2980,Ford Explorer *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19030,17245,16106,16667,18294,16615,17356,18813,20283,21605,20014,14266,18892,15141,18748,19005,21658,21361,20377,19755,16585,20765,17027,14995,16632,14949,14455,13770,17748,16797,15645,20346,16629,17751,12921,11696,15660,13220,13584,13655,14148,12742,15588,16861,14204,17509,31140,,16695,19856,121793,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2981,Ford Explorer Police Interceptor *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2827,2383,2491,2479,2686,2577,3000,2977,3263,2807,2375,2348,2775,1549,1975,1710,2013,2020,2172,2549,2259,2293,1586,2041,1832,1433,2041,2025,1643,2209,1645,2277,1850,1583,1003,1114,1247,1048,1704,1310,1489,1347,1009,1148,1236,1090,1458,,549,484,4830,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2982,Subaru Impreza *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5126,2032,3010,4786,5319,5200,4994,5928,4836,5193,4432,4382,6059,4924,5340,5555,7074,6527,5066,5643,5311,5364,4826,5096,5808,2589,3154,4040,5938,5368,5277,5659,5444,5908,4559,4252,4949,3767,3567,4622,6784,5614,5210,5219,4692,5327,9105,,5863,4552,57760,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2983,Subaru Impreza WRX/STI *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2591,2579,2683,3194,3288,3130,2327,3096,2737,2380,2336,3089,2481,3013,3033,3367,3716,2166,2895,2713,2471,2359,2431,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2984,Volkswagen Jetta Sedan *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13079,10212,8068,8299,11720,11449,8616,10943,10694,10472,9375,8175,14073,11021,8551,7746,11002,11467,10944,12650,11440,11005,10219,8320,14572,14268,13372,8980,13406,11008,10102,12049,10858,13687,10597,8455,13719,10828,10161,11454,13508,11078,12960,14082,11110,12872,19487,,13102,11977,121399,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2985,Volkswagen Jetta SportWagen *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,0,-1,0,2,0,1,-2,27,110,95,136,225,260,578,592,649,1006,1365,1235,1265,1955,2134,1988,1866,2076,2005,1311,1313,1674,1589,1549,1855,2772,2310,1853,1828,1968,2133,3003,,-21387,2282,19105,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2986,Toyota Prius ²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91910,91910,-78424,9794,10179,9934,8542,9393,8927,8137,7175,6343,-107845,107845,-89812,10168,10794,11787,10023,12648,9250,9958,7467,7717,9291,126749,-110455,8339,15542,14237,12848,18636,12039,12369,8437,8008,10800,146460,-125225,10185,17948,16069,14650,16008,13031,14654,22680,,13897,146360,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2987,Toyota Prius *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7789,7284,5421,9790,10177,9930,8531,9389,8923,8130,7169,6333,10153,8287,9611,9952,10450,11203,9559,11921,8822,9485,7070,7316,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2988,Toyota Prius Prime *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641,833,0,0,0,0,0,0,0,0,-10,10,22,4169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2989,Volkswagen Golf GTI *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2777,2216,1754,1837,2081,2417,2032,1735,1988,1968,1633,1496,2369,1963,2520,1825,1907,1780,1820,1826,1905,1997,1779,1978,1789,1725,1724,1600,2026,1727,1927,1108,966,1012,893,865,976,1047,1032,1084,1381,1239,1169,1284,1023,1122,1953,,-15229,1003,14226,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2990,Volkswagen Golf *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870,1340,1005,1082,1141,1246,1021,1013,1104,1069,887,986,1191,774,1099,1193,1873,1890,1967,1972,1739,1869,1650,2040,2379,2149,2351,1887,1773,719,600,685,832,973,754,839,854,1156,1169,977,1512,1293,1277,1593,1435,1505,3252,,1477,1429,17771,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2991,Volkswagen Golf R *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,449,395,204,107,222,286,433,678,404,292,477,649,273,518,462,436,132,192,312,327,478,362,0,0,0,0,0,0,0,1,0,0,4,2,8,22,40,48,66,117,134,156,175,149,227,464,,292,277,3325,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2992,Volkswagen e-Golf *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,305,407,529,454,344,248,269,326,86,198,328,609,472,596,343,381,313,293,410,309,195,130,181,238,119,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2993,Mercedes-Benz E-Class & CLS-Class ³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46045,46045,-37576,37576,-27683,5225,22458,0,0,0,-2790,2790,-50308,50308,-39941,39941,-31184,6131,25053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2994,Mercedes-Benz GLE-Class & M-Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5574,4694,4042,4127,3756,4412,4515,4003,4327,12341,-3663,3663,6640,5250,4880,5155,4481,3851,3541,3991,4945,10483,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2995,Ford Taurus *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3435,1926,2287,2522,2531,2230,2514,2461,3539,4262,3807,3112,3250,2485,2803,3028,3447,4002,4493,3931,3375,3224,2685,2328,3061,2733,3019,3893,4430,5587,5618,6020,18034,-6620,3587,3033,4696,4400,5032,4279,6836,6373,8061,6515,22871,-9981,9981,,6159,5142,54765,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2996,Ford Taurus Police Interceptor *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,848,792,753,883,839,824,766,826,920,900,455,772,702,845,914,603,793,756,1007,1041,940,714,678,-9547,679,756,864,786,1040,1097,974,3351,-1398,718,680,-10182,501,995,1299,1341,903,757,762,3624,-1532,1532,,745,592,6972,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2997,Toyota Yaris iA/Scion iA *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25985,1684,1160,23141,0,0,0,0,0,0,-1840,1840,-5797,1785,1977,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2998,Toyota Yaris Hatchback *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,1031,924,8157,0,0,0,0,0,0,-548,548,377,348,519,15535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
2999,Mercedes-Benz GLC-Class & GLK-Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018,3876,3588,4873,4715,3411,3771,4183,4439,10998,-2849,2849,4366,1216,1943,2056,2168,2318,2549,2558,3071,5657,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3000,Mercedes-Benz GLS-Class & GL-Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27180,3108,2828,2782,2912,2670,2651,10229,0,0,-1796,1796,-24858,2916,2613,2448,2188,1755,2086,10852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3001,Cadillac Escalade *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388,2097,1988,2097,1867,1703,1779,1856,1808,1974,1820,1227,2743,1672,1838,1628,1770,1669,1522,1617,1945,1673,1489,1664,2281,2106,1390,2290,2277,2467,1907,1664,877,743,776,704,1470,1100,1069,968,1203,1105,1035,1033,919,987,1703,,1371,960,10284,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3002,Cadillac Escalade ESV *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084,1395,1453,1653,1170,1180,1181,1087,1199,3086,-775,775,1916,1309,1313,1181,1310,1261,992,1044,1292,3073,-1100,1100,1459,1128,753,1228,1257,1427,1058,846,448,508,494,381,775,651,608,634,767,688,667,695,619,746,1100,,927,693,6463,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3003,Mercedes-Benz Sprinter/Metris ³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,-1899,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3004,Mini Cooper Hardtop 2-Door *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,10235,0,-7822,769,813,850,968,1136,3286,-1217,1217,986,18822,0,-14321,1594,2500,1425,1731,2141,4930,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3005,Mini Cooper Clubman *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,1536,1124,1004,1533,1076,1007,825,884,1037,381,277,434,28,0,0,0,-18,7,3,3,2,2,1,4,5,15,220,209,250,361,378,391,344,215,221,379,330,947,338,459,481,568,415,400,431,407,,-5324,480,4844,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3006,Mini Cooper Hardtop 4-Door *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,10361,0,-8083,840,924,983,908,976,3452,-1232,1232,1247,13942,0,-10425,1128,1036,1886,1578,1503,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3007,Mini Cooper Convertible *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,392,430,446,509,536,635,646,541,6,2,0,147,62,443,238,229,272,393,318,301,364,187,144,-3317,215,227,416,359,363,368,351,374,352,129,163,-4198,252,283,486,363,399,595,594,507,421,298,,-4488,325,4163,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3008,Audi A4 Sedan *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4009,3143,3864,3175,2965,2612,2802,2756,2983,6378,-1325,1325,3172,2418,2896,2221,2541,2218,2863,2785,2327,5572,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3009,Audi A4 Allroad *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,271,312,282,156,131,134,106,147,450,-149,149,254,301,260,261,202,215,249,223,215,638,0,0,402,405,404,514,585,366,391,327,349,358,281,304,436,392,437,456,456,462,576,413,468,537,753,,1687,437,2243,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3010,Toyota Prius C ²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18808,18808,-15893,1459,1459,1402,1355,1909,1676,2607,2263,1763,-35623,35623,-29649,3367,3844,3517,2756,3763,3523,3564,2701,2614,2839,37731,-31564,3192,4389,3700,3291,4590,3569,3685,2681,2467,2810,39169,-33133,3283,5478,3797,3442,3782,3486,4026,5839,,3151,32582,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3011,Volkswagen Beetle Coupe *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092,915,984,988,1117,1051,613,587,480,786,551,666,958,571,760,890,1287,1274,1231,1330,1237,1328,1262,897,1600,1134,1345,1070,1744,1281,1292,1461,1282,2131,1790,1284,1856,1817,1312,1980,2694,2715,1771,1639,1980,2599,4721,,2666,1983,24005,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3012,Volkswagen Beetle Convertible *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,488,523,353,402,477,492,591,691,682,361,273,353,440,519,649,840,1035,1051,1355,1152,1116,640,492,670,531,596,751,1161,1171,6888,-4327,1365,1301,911,750,963,1025,1243,1574,2227,2541,8477,-4389,1699,1483,1207,,516,4,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3013,Toyota Prius V ²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13467,13467,-11241,1222,1346,1358,1130,1215,1322,1331,1112,1205,-26250,26250,-22479,2575,3119,2620,2272,3152,2462,2516,1850,1913,2284,28478,-23471,2746,3506,2738,2510,3567,2403,2528,1743,1730,2110,32879,-28398,2422,3932,3428,2987,3732,3372,3460,5065,,2992,37677,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3014,Cadillc CT6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3015,Volvo S60 *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051,1321,10846,0,0,0,0,0,0,0,-455,455,1486,1281,13939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3016,Volvo S60 Cross Country *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-529,50,39,440,0,0,0,0,0,0,-38,38,-183,47,57,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3017,Volvo V60 *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,292,179,2603,0,0,0,0,0,0,-147,147,296,328,409,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3018,Volvo V60 Cross Country *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2485,215,160,2110,0,0,0,0,0,0,-76,76,-2567,222,445,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3019,Mercedes-Benz SLC-Class & SLK-Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3067,3067,0,-2321,346,1975,0,0,0,0,-266,266,-3892,3892,0,-2798,394,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3020,Hyundai Genesis ³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22804,22804,-21663,845,1317,2116,2396,2970,3374,3762,2976,1907,-28280,28280,-24423,2239,2440,2474,2513,3168,3159,3064,2793,2573,2923,27069,0,-20065,3029,2990,14046,0,0,0,0,,3280,29050,0,-22191,2947,2842,16402,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3021,Land Rover LR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,503,756,933,960,940,951,900,987,1569,1047,846,1315,927,869,400,468,693,737,780,777,841,615,609,736,313,130,300,586,533,313,530,94,157,388,599,548,493,565,553,703,622,618,625,588,649,1129,,774,563,474,620,589,532,689,602,492,852,1129,,,665,652,534,608,640,757,683,666,725,675,564
3022,Scion tC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,168,375,738,1062,1104,905,1043,1077,1129,917,715,976,878,1080,1208,1534,1421,1418,1878,1693,1777,1377,1219,1128,1124,1235,1404,2128,1685,1389,1921,1603,1860,1363,1107,1143,1446,1499,1659,2546,1974,1711,1576,1401,1631,2508,,1383,1493,1654,2186,2378,2013,2128,2190,2008,2276,2957,,,1578,1927,1752,1114,1590,2053,2664,2674,2481,1662,1351
3023,Bentley Continental GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,201,85,94,641,0,0,0,0,0,-32,32,344,119,96,78,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3024,Honda FCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,4,0,0,0,2,0,,,0,0,2,0,1,0,0,0,1,1,,,,0,1,,,,,,,,0,0
3025,Bentley Flying Spur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,38,56,35,240,0,0,0,0,0,-46,46,222,29,11,25,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3026,Hyundai Equus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,26,30,60,83,119,131,123,164,160,286,171,201,198,203,212,185,174,170,170,178,214,207,220,343,228,248,261,253,305,250,324,285,331,260,327,352,359,361,371,435,173,195,257,261,291,523,,350,341,318,320,296,362,355,351,351,352,576,,,300,285,292,297,302,221,221,222,241,233,254
3027,Volvo V90 Cross Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3028,Cadillac ELR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,6,6,15,94,45,95,104,91,67,135,67,82,36,45,66,62,116,104,92,127,92,118,155,152,111,196,188,97,52,61,81,58,41,6,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3029,Mazda 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,3,16,17,33,37,54,75,60,70,299,222,330,381,542,551,1236,609,436,1063,1999,941,759,407,426,535,724,1547,692,871,664,2016,1172,1800,1167,667,666,539,822,922,846,827,762,2526,4140,,2902,1284,761,832,922,994,1013,1049,942,1256,2685,,,982,962,1712,1326,1186,1659,1628,1370,3866,1712,1546
3030,Bentley Mulsanne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,29,14,88,0,0,0,0,0,-3,3,15,40,14,8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3031,Volvo S80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,52,20,59,97,78,81,51,47,62,43,41,176,449,179,65,60,35,283,147,121,90,70,212,79,155,126,182,132,118,127,110,112,175,85,352,186,173,175,152,197,146,116,152,123,188,327,,207,265,163,200,294,231,496,365,258,352,446,,,223,349,524,431,463,490,687,435,288,372,261
3032,Scion xB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,14,29,76,135,312,537,787,782,886,815,1021,1117,1376,1316,1316,1498,1406,1575,1469,1428,1480,1414,1245,1190,1621,1415,1218,1532,1411,1534,1298,1225,1288,1323,1246,1252,1693,1528,1644,1740,1578,1778,2779,,1391,1341,1463,1799,1879,1708,1869,1855,1617,2057,2808,,,1202,1397,1415,1785,1194,828,1178,1831,1970,1475,1298
3033,Volkswagen Eos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6,39,109,110,123,242,201,394,356,208,246,258,349,252,213,118,156,204,186,202,216,302,352,409,467,365,328,197,183,222,238,261,297,382,337,430,547,487,403,574,,372,313,331,399,578,533,713,792,735,664,784,,,385,564,558,740,1153,886,854,668,636,422,249
3034,Nissan Xterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,4,2,0,10,18,70,169,421,766,1132,1196,1184,1198,1100,1422,1016,998,1137,1087,1081,1108,1254,1073,1166,1724,1430,2132,1795,1518,1588,1445,1114,998,1295,1218,1375,1861,1982,2913,1977,,1379,1343,1000,1408,1550,1856,1580,1401,1104,1683,2918,,,1625,1523,1566,1755,1781,1447,1399,1098,1563,1297,1179
3035,Infiniti Q40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,4,2,4,22,16,10,31,38,33,155,264,407,748,1164,1371,1722,1643,1029,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3036,Nissan Cube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,3,7,3,13,4,14,24,46,52,115,108,113,176,122,156,186,183,213,238,347,324,336,354,356,418,428,402,432,310,297,283,419,401,441,459,468,793,1158,,589,791,475,515,634,578,711,724,573,929,1148,,,203,198,440,598,1122,1313,1502,1733,3035,2248,1661
3037,Scion xD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,3,1,3,8,2,6,12,16,43,48,92,111,114,122,220,288,352,472,508,789,682,678,823,731,800,662,592,662,667,716,703,1124,809,780,807,705,812,1220,,677,799,855,942,1004,977,1017,1019,916,1080,1470,,,773,628,671,750,715,575,854,1205,1089,807,626
3038,Mitsubishi i MiEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,17,25,20,4,2,6,1,5,2,9,4,9,3,6,12,23,18,16,10,2,3,-184,18,17,15,20,17,22,35,12,24,3,1,-1018,12,28,20,30,46,39,91,127,31,594,,77,42,30,36,37,33,33,85,79,56,80,,,,,,,,,,,,,
3039,Scion iQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,0,1,2,2,7,8,7,9,27,53,64,73,65,90,77,87,82,119,132,219,174,199,241,196,259,166,166,201,234,246,287,433,336,390,526,384,383,626,,576,623,808,683,548,557,702,897,962,1285,1238,,,,,,,,,,,,,
3040,Jaguar XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,10,18,15,11,11,30,43,66,42,46,88,95,77,99,136,141,115,121,156,231,75,118,105,103,97,67,66,113,126,119,109,168,273,,133,106,161,153,110,105,92,106,113,191,363,,,121,97,168,94,126,261,191,149,117,74,168
3041,Ford -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224994,187012,178623,194647,204168,206170,230287,224941,219963,243375,208006,165301,226746,178971,204620,212589,225244,212478,216355,240912,213518,226091,173509,170822,209679,178221,179014,172261,1637666,0,0,0,0,0,0,,208608,182978,184136,177999,1649821,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3042,Chevrolet -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212959,169675,181964,170237,175965,178820,181387,169331,183442,176283,158644,137803,188794,156907,183464,170675,183098,188790,181256,207970,187837,173886,159788,142882,184938,149673,155965,153873,1388993,0,0,0,0,0,0,,153493,145089,155214,127785,1365544,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
